,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day
464669,285,5,2014-02-21,5156,485,1,1,0,0,2014,2,21
465784,285,6,2014-02-22,6042,543,1,0,0,0,2014,2,22
466899,285,7,2014-02-23,0,0,0,0,0,0,2014,2,23
468014,285,1,2014-02-24,3863,420,1,0,0,0,2014,2,24
469129,285,2,2014-02-25,3330,386,1,0,0,0,2014,2,25
470244,285,3,2014-02-26,3876,429,1,0,0,0,2014,2,26
471359,285,4,2014-02-27,4257,398,1,0,0,0,2014,2,27
472474,285,5,2014-02-28,5416,468,1,0,0,0,2014,2,28
473589,285,6,2014-03-01,6946,587,1,0,0,0,2014,3,1
474704,285,7,2014-03-02,0,0,0,0,0,0,2014,3,2
475819,285,1,2014-03-03,5879,483,1,1,0,0,2014,3,3
476934,285,2,2014-03-04,5130,469,1,1,0,0,2014,3,4
478049,285,3,2014-03-05,5453,484,1,1,0,0,2014,3,5
479164,285,4,2014-03-06,4563,437,1,1,0,0,2014,3,6
480279,285,5,2014-03-07,5778,555,1,1,0,0,2014,3,7
481394,285,6,2014-03-08,5943,582,1,0,0,0,2014,3,8
482509,285,7,2014-03-09,0,0,0,0,0,0,2014,3,9
483624,285,1,2014-03-10,4480,449,1,0,0,0,2014,3,10
484739,285,2,2014-03-11,3515,416,1,0,0,0,2014,3,11
485854,285,3,2014-03-12,3784,404,1,0,0,0,2014,3,12
486969,285,4,2014-03-13,3815,406,1,0,0,0,2014,3,13
488084,285,5,2014-03-14,4214,419,1,0,0,0,2014,3,14
489199,285,6,2014-03-15,6090,499,1,0,0,0,2014,3,15
490314,285,7,2014-03-16,0,0,0,0,0,0,2014,3,16
491429,285,1,2014-03-17,6270,547,1,1,0,0,2014,3,17
492544,285,2,2014-03-18,5097,462,1,1,0,0,2014,3,18
493659,285,3,2014-03-19,4904,460,1,1,0,0,2014,3,19
494774,285,4,2014-03-20,4755,464,1,1,0,0,2014,3,20
495889,285,5,2014-03-21,5377,471,1,1,0,0,2014,3,21
497004,285,6,2014-03-22,6436,579,1,0,0,0,2014,3,22
498119,285,7,2014-03-23,0,0,0,0,0,0,2014,3,23
499234,285,1,2014-03-24,5113,502,1,0,0,0,2014,3,24
500349,285,2,2014-03-25,4065,423,1,0,0,0,2014,3,25
501464,285,3,2014-03-26,4442,429,1,0,0,0,2014,3,26
502579,285,4,2014-03-27,3701,382,1,0,0,0,2014,3,27
503694,285,5,2014-03-28,4844,476,1,0,0,0,2014,3,28
504809,285,6,2014-03-29,6991,614,1,0,0,0,2014,3,29
505924,285,7,2014-03-30,0,0,0,0,0,0,2014,3,30
507039,285,1,2014-03-31,7159,585,1,1,0,0,2014,3,31
508154,285,2,2014-04-01,6816,572,1,1,0,0,2014,4,1
509269,285,3,2014-04-02,6463,545,1,1,0,0,2014,4,2
510384,285,4,2014-04-03,5356,483,1,1,0,0,2014,4,3
511499,285,5,2014-04-04,5951,524,1,1,0,0,2014,4,4
512614,285,6,2014-04-05,6791,606,1,0,0,0,2014,4,5
513729,285,7,2014-04-06,0,0,0,0,0,0,2014,4,6
514844,285,1,2014-04-07,4478,433,1,0,0,0,2014,4,7
515959,285,2,2014-04-08,4107,394,1,0,0,0,2014,4,8
517074,285,3,2014-04-09,3897,403,1,0,0,0,2014,4,9
518189,285,4,2014-04-10,4526,443,1,0,0,0,2014,4,10
519304,285,5,2014-04-11,4511,431,1,0,0,0,2014,4,11
520419,285,6,2014-04-12,6754,561,1,0,0,0,2014,4,12
521534,285,7,2014-04-13,0,0,0,0,0,0,2014,4,13
522649,285,1,2014-04-14,7218,556,1,1,0,1,2014,4,14
523764,285,2,2014-04-15,5891,511,1,1,0,1,2014,4,15
524879,285,3,2014-04-16,6076,521,1,1,0,1,2014,4,16
525994,285,4,2014-04-17,6571,614,1,1,0,1,2014,4,17
527109,285,5,2014-04-18,0,0,0,1,b,1,2014,4,18
528224,285,6,2014-04-19,6841,670,1,0,0,1,2014,4,19
529339,285,7,2014-04-20,0,0,0,0,0,1,2014,4,20
530454,285,1,2014-04-21,0,0,0,0,b,1,2014,4,21
531569,285,2,2014-04-22,4808,464,1,0,0,1,2014,4,22
532684,285,3,2014-04-23,4310,419,1,0,0,1,2014,4,23
533799,285,4,2014-04-24,3616,378,1,0,0,1,2014,4,24
534914,285,5,2014-04-25,4584,452,1,0,0,1,2014,4,25
536029,285,6,2014-04-26,5474,501,1,0,0,0,2014,4,26
537144,285,7,2014-04-27,0,0,0,0,0,0,2014,4,27
538259,285,1,2014-04-28,6829,598,1,1,0,0,2014,4,28
539374,285,2,2014-04-29,5712,510,1,1,0,0,2014,4,29
540489,285,3,2014-04-30,7018,582,1,1,0,0,2014,4,30
541604,285,4,2014-05-01,0,0,0,1,a,0,2014,5,1
542719,285,5,2014-05-02,7241,630,1,1,0,0,2014,5,2
543834,285,6,2014-05-03,7298,658,1,0,0,0,2014,5,3
544949,285,7,2014-05-04,0,0,0,0,0,0,2014,5,4
546064,285,1,2014-05-05,6794,561,1,1,0,0,2014,5,5
547179,285,2,2014-05-06,5684,481,1,1,0,0,2014,5,6
548294,285,3,2014-05-07,5083,453,1,1,0,0,2014,5,7
549409,285,4,2014-05-08,5401,475,1,1,0,0,2014,5,8
550524,285,5,2014-05-09,5991,534,1,1,0,0,2014,5,9
551639,285,6,2014-05-10,7026,577,1,0,0,0,2014,5,10
552754,285,7,2014-05-11,0,0,0,0,0,0,2014,5,11
553869,285,1,2014-05-12,4502,443,1,0,0,0,2014,5,12
554984,285,2,2014-05-13,4180,425,1,0,0,0,2014,5,13
556099,285,3,2014-05-14,4247,427,1,0,0,0,2014,5,14
557214,285,4,2014-05-15,3871,370,1,0,0,0,2014,5,15
558329,285,5,2014-05-16,4097,422,1,0,0,0,2014,5,16
559444,285,6,2014-05-17,5954,566,1,0,0,0,2014,5,17
560559,285,7,2014-05-18,0,0,0,0,0,0,2014,5,18
561674,285,1,2014-05-19,7079,594,1,1,0,0,2014,5,19
562789,285,2,2014-05-20,5209,475,1,1,0,0,2014,5,20
563904,285,3,2014-05-21,5576,493,1,1,0,0,2014,5,21
565019,285,4,2014-05-22,4606,440,1,1,0,0,2014,5,22
566134,285,5,2014-05-23,5573,471,1,1,0,0,2014,5,23
567249,285,6,2014-05-24,5999,550,1,0,0,0,2014,5,24
568364,285,7,2014-05-25,0,0,0,0,0,0,2014,5,25
569479,285,1,2014-05-26,5263,447,1,0,0,0,2014,5,26
570594,285,2,2014-05-27,3502,355,1,0,0,0,2014,5,27
571709,285,3,2014-05-28,5279,532,1,0,0,0,2014,5,28
572824,285,4,2014-05-29,0,0,0,0,a,0,2014,5,29
573939,285,5,2014-05-30,5932,541,1,0,0,0,2014,5,30
575054,285,6,2014-05-31,6629,567,1,0,0,0,2014,5,31
576169,285,7,2014-06-01,0,0,0,0,0,0,2014,6,1
577284,285,1,2014-06-02,7292,580,1,1,0,0,2014,6,2
578399,285,2,2014-06-03,5388,463,1,1,0,0,2014,6,3
579514,285,3,2014-06-04,6019,517,1,1,0,0,2014,6,4
580629,285,4,2014-06-05,5704,495,1,1,0,0,2014,6,5
581744,285,5,2014-06-06,6232,541,1,1,0,0,2014,6,6
582859,285,6,2014-06-07,7085,646,1,0,0,0,2014,6,7
583974,285,7,2014-06-08,0,0,0,0,0,0,2014,6,8
585089,285,1,2014-06-09,0,0,0,0,a,0,2014,6,9
586204,285,2,2014-06-10,5238,501,1,0,0,0,2014,6,10
587319,285,3,2014-06-11,5227,479,1,0,0,0,2014,6,11
588434,285,4,2014-06-12,4381,440,1,0,0,0,2014,6,12
589549,285,5,2014-06-13,4669,455,1,0,0,0,2014,6,13
590664,285,6,2014-06-14,7770,651,1,0,0,0,2014,6,14
591779,285,7,2014-06-15,0,0,0,0,0,0,2014,6,15
592894,285,1,2014-06-16,6153,544,1,1,0,0,2014,6,16
594009,285,2,2014-06-17,5691,512,1,1,0,0,2014,6,17
595124,285,3,2014-06-18,6588,603,1,1,0,0,2014,6,18
596239,285,4,2014-06-19,0,0,0,1,a,0,2014,6,19
597354,285,5,2014-06-20,8031,626,1,1,0,0,2014,6,20
598469,285,6,2014-06-21,6328,591,1,0,0,0,2014,6,21
599584,285,7,2014-06-22,0,0,0,0,0,0,2014,6,22
600699,285,1,2014-06-23,4738,495,1,0,0,0,2014,6,23
601814,285,2,2014-06-24,3912,429,1,0,0,0,2014,6,24
602929,285,3,2014-06-25,4208,409,1,0,0,0,2014,6,25
604044,285,4,2014-06-26,3440,370,1,0,0,0,2014,6,26
605159,285,5,2014-06-27,4838,457,1,0,0,0,2014,6,27
606274,285,6,2014-06-28,6639,572,1,0,0,0,2014,6,28
607389,285,7,2014-06-29,0,0,0,0,0,0,2014,6,29
608504,285,1,2014-06-30,7531,641,1,1,0,0,2014,6,30
609491,285,2,2014-07-01,6125,530,1,1,0,0,2014,7,1
610426,285,3,2014-07-02,5454,490,1,1,0,0,2014,7,2
611361,285,4,2014-07-03,4924,464,1,1,0,0,2014,7,3
612296,285,5,2014-07-04,4579,454,1,1,0,0,2014,7,4
613231,285,6,2014-07-05,6080,542,1,0,0,0,2014,7,5
614166,285,7,2014-07-06,0,0,0,0,0,0,2014,7,6
615101,285,1,2014-07-07,4683,478,1,0,0,0,2014,7,7
616036,285,2,2014-07-08,4140,396,1,0,0,0,2014,7,8
616971,285,3,2014-07-09,3667,359,1,0,0,0,2014,7,9
617906,285,4,2014-07-10,4043,398,1,0,0,0,2014,7,10
618841,285,5,2014-07-11,4272,426,1,0,0,0,2014,7,11
619776,285,6,2014-07-12,6849,566,1,0,0,0,2014,7,12
620711,285,7,2014-07-13,0,0,0,0,0,0,2014,7,13
621646,285,1,2014-07-14,6651,566,1,1,0,0,2014,7,14
622581,285,2,2014-07-15,5769,502,1,1,0,0,2014,7,15
623516,285,3,2014-07-16,6038,517,1,1,0,0,2014,7,16
624451,285,4,2014-07-17,5190,455,1,1,0,0,2014,7,17
625386,285,5,2014-07-18,6703,559,1,1,0,0,2014,7,18
626321,285,6,2014-07-19,5845,519,1,0,0,0,2014,7,19
627256,285,7,2014-07-20,0,0,0,0,0,0,2014,7,20
628191,285,1,2014-07-21,5384,475,1,0,0,0,2014,7,21
629126,285,2,2014-07-22,4627,448,1,0,0,0,2014,7,22
630061,285,3,2014-07-23,4812,457,1,0,0,0,2014,7,23
630996,285,4,2014-07-24,4350,427,1,0,0,0,2014,7,24
631931,285,5,2014-07-25,4483,441,1,0,0,0,2014,7,25
632866,285,6,2014-07-26,6040,548,1,0,0,0,2014,7,26
633801,285,7,2014-07-27,0,0,0,0,0,0,2014,7,27
634736,285,1,2014-07-28,6332,517,1,1,0,1,2014,7,28
635671,285,2,2014-07-29,5145,449,1,1,0,1,2014,7,29
636606,285,3,2014-07-30,5946,493,1,1,0,1,2014,7,30
637541,285,4,2014-07-31,5661,486,1,1,0,0,2014,7,31
638476,285,5,2014-08-01,6335,517,1,1,0,1,2014,8,1
639411,285,6,2014-08-02,6102,560,1,0,0,1,2014,8,2
640346,285,7,2014-08-03,0,0,0,0,0,1,2014,8,3
641281,285,1,2014-08-04,6728,555,1,1,0,1,2014,8,4
642216,285,2,2014-08-05,5610,507,1,1,0,1,2014,8,5
643151,285,3,2014-08-06,5052,437,1,1,0,1,2014,8,6
644086,285,4,2014-08-07,4950,457,1,1,0,1,2014,8,7
645021,285,5,2014-08-08,5187,442,1,1,0,1,2014,8,8
645956,285,6,2014-08-09,5738,514,1,0,0,1,2014,8,9
646891,285,7,2014-08-10,0,0,0,0,0,1,2014,8,10
647826,285,1,2014-08-11,4777,448,1,0,0,1,2014,8,11
648761,285,2,2014-08-12,4515,415,1,0,0,1,2014,8,12
649696,285,3,2014-08-13,4117,375,1,0,0,1,2014,8,13
650631,285,4,2014-08-14,4275,416,1,0,0,1,2014,8,14
651566,285,5,2014-08-15,3918,361,1,0,0,1,2014,8,15
652501,285,6,2014-08-16,6586,534,1,0,0,1,2014,8,16
653436,285,7,2014-08-17,0,0,0,0,0,1,2014,8,17
654371,285,1,2014-08-18,5723,528,1,1,0,1,2014,8,18
655306,285,2,2014-08-19,4923,434,1,1,0,1,2014,8,19
656241,285,3,2014-08-20,5251,436,1,1,0,1,2014,8,20
657176,285,4,2014-08-21,4528,403,1,1,0,1,2014,8,21
658111,285,5,2014-08-22,5656,499,1,1,0,1,2014,8,22
659046,285,6,2014-08-23,5337,480,1,0,0,1,2014,8,23
659981,285,7,2014-08-24,0,0,0,0,0,1,2014,8,24
660916,285,1,2014-08-25,3996,382,1,0,0,1,2014,8,25
661851,285,2,2014-08-26,3218,332,1,0,0,1,2014,8,26
662786,285,3,2014-08-27,3554,362,1,0,0,1,2014,8,27
663721,285,4,2014-08-28,3877,379,1,0,0,1,2014,8,28
664656,285,5,2014-08-29,4636,432,1,0,0,1,2014,8,29
665591,285,6,2014-08-30,5663,471,1,0,0,1,2014,8,30
666526,285,7,2014-08-31,0,0,0,0,0,1,2014,8,31
667461,285,1,2014-09-01,6122,543,1,1,0,1,2014,9,1
668396,285,2,2014-09-02,5781,495,1,1,0,1,2014,9,2
669331,285,3,2014-09-03,5472,466,1,1,0,1,2014,9,3
670266,285,4,2014-09-04,4822,453,1,1,0,1,2014,9,4
671201,285,5,2014-09-05,5590,503,1,1,0,1,2014,9,5
672136,285,6,2014-09-06,6155,560,1,0,0,0,2014,9,6
673071,285,7,2014-09-07,0,0,0,0,0,0,2014,9,7
674006,285,1,2014-09-08,4618,450,1,0,0,0,2014,9,8
674941,285,2,2014-09-09,4433,420,1,0,0,0,2014,9,9
675876,285,3,2014-09-10,4117,429,1,0,0,0,2014,9,10
676811,285,4,2014-09-11,3446,379,1,0,0,0,2014,9,11
677746,285,5,2014-09-12,4693,418,1,0,0,0,2014,9,12
678681,285,6,2014-09-13,6788,559,1,0,0,0,2014,9,13
679616,285,7,2014-09-14,0,0,0,0,0,0,2014,9,14
680551,285,1,2014-09-15,6563,584,1,1,0,0,2014,9,15
681486,285,2,2014-09-16,5372,480,1,1,0,0,2014,9,16
682421,285,3,2014-09-17,5733,484,1,1,0,0,2014,9,17
683356,285,4,2014-09-18,4895,440,1,1,0,0,2014,9,18
684291,285,5,2014-09-19,5421,523,1,1,0,0,2014,9,19
685226,285,6,2014-09-20,6346,524,1,0,0,0,2014,9,20
686161,285,7,2014-09-21,0,0,0,0,0,0,2014,9,21
687096,285,1,2014-09-22,4366,451,1,0,0,0,2014,9,22
688031,285,2,2014-09-23,4408,399,1,0,0,0,2014,9,23
688966,285,3,2014-09-24,3354,392,1,0,0,0,2014,9,24
689901,285,4,2014-09-25,4287,432,1,0,0,0,2014,9,25
690836,285,5,2014-09-26,4339,454,1,0,0,0,2014,9,26
691771,285,6,2014-09-27,6524,594,1,0,0,0,2014,9,27
692706,285,7,2014-09-28,0,0,0,0,0,0,2014,9,28
693641,285,1,2014-09-29,6490,592,1,1,0,0,2014,9,29
694576,285,2,2014-09-30,6303,536,1,1,0,0,2014,9,30
695511,285,3,2014-10-01,6166,528,1,1,0,0,2014,10,1
696446,285,4,2014-10-02,6147,575,1,1,0,0,2014,10,2
697381,285,5,2014-10-03,0,0,0,1,a,0,2014,10,3
698316,285,6,2014-10-04,8147,679,1,0,0,0,2014,10,4
699251,285,7,2014-10-05,0,0,0,0,0,0,2014,10,5
700186,285,1,2014-10-06,6712,585,1,1,0,0,2014,10,6
701121,285,2,2014-10-07,5680,507,1,1,0,0,2014,10,7
702056,285,3,2014-10-08,5270,467,1,1,0,0,2014,10,8
702991,285,4,2014-10-09,5088,444,1,1,0,0,2014,10,9
703926,285,5,2014-10-10,6366,559,1,1,0,0,2014,10,10
704861,285,6,2014-10-11,6653,588,1,0,0,0,2014,10,11
705796,285,7,2014-10-12,0,0,0,0,0,0,2014,10,12
706731,285,1,2014-10-13,4497,429,1,0,0,0,2014,10,13
707666,285,2,2014-10-14,4372,447,1,0,0,0,2014,10,14
708601,285,3,2014-10-15,4019,417,1,0,0,0,2014,10,15
709536,285,4,2014-10-16,4217,408,1,0,0,0,2014,10,16
710471,285,5,2014-10-17,4845,469,1,0,0,0,2014,10,17
711406,285,6,2014-10-18,6256,566,1,0,0,0,2014,10,18
712341,285,7,2014-10-19,0,0,0,0,0,0,2014,10,19
713276,285,1,2014-10-20,6071,562,1,1,0,1,2014,10,20
714211,285,2,2014-10-21,4969,438,1,1,0,1,2014,10,21
715146,285,3,2014-10-22,5245,441,1,1,0,1,2014,10,22
716081,285,4,2014-10-23,4800,452,1,1,0,1,2014,10,23
717016,285,5,2014-10-24,5228,498,1,1,0,1,2014,10,24
717951,285,6,2014-10-25,5367,508,1,0,0,1,2014,10,25
718886,285,7,2014-10-26,0,0,0,0,0,1,2014,10,26
719821,285,1,2014-10-27,3802,415,1,0,0,1,2014,10,27
720756,285,2,2014-10-28,3700,377,1,0,0,1,2014,10,28
721691,285,3,2014-10-29,4086,416,1,0,0,1,2014,10,29
722626,285,4,2014-10-30,4717,422,1,0,0,1,2014,10,30
723561,285,5,2014-10-31,5569,489,1,0,0,1,2014,10,31
724496,285,6,2014-11-01,7429,634,1,0,0,0,2014,11,1
725431,285,7,2014-11-02,0,0,0,0,0,0,2014,11,2
726366,285,1,2014-11-03,6416,565,1,1,0,0,2014,11,3
727301,285,2,2014-11-04,6199,517,1,1,0,0,2014,11,4
728236,285,3,2014-11-05,5462,470,1,1,0,0,2014,11,5
729171,285,4,2014-11-06,4854,463,1,1,0,0,2014,11,6
730106,285,5,2014-11-07,6443,528,1,1,0,0,2014,11,7
731041,285,6,2014-11-08,6893,615,1,0,0,0,2014,11,8
731976,285,7,2014-11-09,0,0,0,0,0,0,2014,11,9
732911,285,1,2014-11-10,5470,522,1,1,0,0,2014,11,10
733846,285,2,2014-11-11,5178,470,1,1,0,0,2014,11,11
734781,285,3,2014-11-12,5199,452,1,1,0,0,2014,11,12
735716,285,4,2014-11-13,4794,432,1,1,0,0,2014,11,13
736651,285,5,2014-11-14,5593,485,1,1,0,0,2014,11,14
737586,285,6,2014-11-15,7604,614,1,0,0,0,2014,11,15
738521,285,7,2014-11-16,0,0,0,0,0,0,2014,11,16
739456,285,1,2014-11-17,4438,477,1,0,0,0,2014,11,17
740391,285,2,2014-11-18,4042,390,1,0,0,0,2014,11,18
741326,285,3,2014-11-19,4657,417,1,0,0,0,2014,11,19
742261,285,4,2014-11-20,4762,464,1,0,0,0,2014,11,20
743196,285,5,2014-11-21,5078,435,1,0,0,0,2014,11,21
744131,285,6,2014-11-22,6746,689,1,0,0,0,2014,11,22
745066,285,7,2014-11-23,0,0,0,0,0,0,2014,11,23
746001,285,1,2014-11-24,6346,541,1,1,0,0,2014,11,24
746936,285,2,2014-11-25,5607,511,1,1,0,0,2014,11,25
747871,285,3,2014-11-26,4678,440,1,1,0,0,2014,11,26
748806,285,4,2014-11-27,5851,491,1,1,0,0,2014,11,27
749741,285,5,2014-11-28,6621,558,1,1,0,0,2014,11,28
750676,285,6,2014-11-29,8161,682,1,0,0,0,2014,11,29
751611,285,7,2014-11-30,0,0,0,0,0,0,2014,11,30
752546,285,1,2014-12-01,6796,564,1,1,0,0,2014,12,1
753481,285,2,2014-12-02,6187,494,1,1,0,0,2014,12,2
754416,285,3,2014-12-03,6447,492,1,1,0,0,2014,12,3
755351,285,4,2014-12-04,5683,465,1,1,0,0,2014,12,4
756286,285,5,2014-12-05,6450,540,1,1,0,0,2014,12,5
757221,285,6,2014-12-06,6560,592,1,0,0,0,2014,12,6
758156,285,7,2014-12-07,0,0,0,0,0,0,2014,12,7
759091,285,1,2014-12-08,5295,480,1,0,0,0,2014,12,8
760026,285,2,2014-12-09,4228,449,1,0,0,0,2014,12,9
760961,285,3,2014-12-10,3574,375,1,0,0,0,2014,12,10
761896,285,4,2014-12-11,4497,400,1,0,0,0,2014,12,11
762831,285,5,2014-12-12,5394,477,1,0,0,0,2014,12,12
763766,285,6,2014-12-13,7463,613,1,0,0,0,2014,12,13
764701,285,7,2014-12-14,0,0,0,0,0,0,2014,12,14
765636,285,1,2014-12-15,7576,619,1,1,0,0,2014,12,15
766571,285,2,2014-12-16,7685,553,1,1,0,0,2014,12,16
767506,285,3,2014-12-17,6227,497,1,1,0,0,2014,12,17
768441,285,4,2014-12-18,6863,524,1,1,0,0,2014,12,18
769376,285,5,2014-12-19,7250,571,1,1,0,0,2014,12,19
770311,285,6,2014-12-20,8634,670,1,0,0,0,2014,12,20
771246,285,7,2014-12-21,0,0,0,0,0,0,2014,12,21
772181,285,1,2014-12-22,7838,702,1,0,0,1,2014,12,22
773116,285,2,2014-12-23,8815,799,1,0,0,1,2014,12,23
774051,285,3,2014-12-24,5040,469,1,0,0,1,2014,12,24
774986,285,4,2014-12-25,0,0,0,0,c,1,2014,12,25
775921,285,5,2014-12-26,0,0,0,0,c,1,2014,12,26
776856,285,6,2014-12-27,5507,491,1,0,0,1,2014,12,27
777791,285,7,2014-12-28,0,0,0,0,0,1,2014,12,28
778726,285,1,2014-12-29,5449,477,1,0,0,1,2014,12,29
779661,285,2,2014-12-30,6113,564,1,0,0,1,2014,12,30
780596,285,3,2014-12-31,4763,447,1,0,0,1,2014,12,31
781659,285,4,2015-01-01,0,0,0,0,a,1,2015,1,1
782774,285,5,2015-01-02,4771,443,1,0,0,1,2015,1,2
783889,285,6,2015-01-03,5805,502,1,0,0,1,2015,1,3
785004,285,7,2015-01-04,0,0,0,0,0,1,2015,1,4
786119,285,1,2015-01-05,6706,584,1,1,0,1,2015,1,5
787234,285,2,2015-01-06,5287,474,1,1,0,1,2015,1,6
788349,285,3,2015-01-07,4979,437,1,1,0,1,2015,1,7
789464,285,4,2015-01-08,3956,371,1,1,0,1,2015,1,8
790579,285,5,2015-01-09,4927,463,1,1,0,1,2015,1,9
791694,285,6,2015-01-10,6165,587,1,0,0,0,2015,1,10
792809,285,7,2015-01-11,0,0,0,0,0,0,2015,1,11
793924,285,1,2015-01-12,5790,520,1,1,0,0,2015,1,12
795039,285,2,2015-01-13,4992,437,1,1,0,0,2015,1,13
796154,285,3,2015-01-14,4821,442,1,1,0,0,2015,1,14
797269,285,4,2015-01-15,5142,448,1,1,0,0,2015,1,15
798384,285,5,2015-01-16,4700,469,1,1,0,0,2015,1,16
799499,285,6,2015-01-17,6684,574,1,0,0,0,2015,1,17
800614,285,7,2015-01-18,0,0,0,0,0,0,2015,1,18
801729,285,1,2015-01-19,4452,452,1,0,0,0,2015,1,19
802844,285,2,2015-01-20,3537,378,1,0,0,0,2015,1,20
803959,285,3,2015-01-21,3757,359,1,0,0,0,2015,1,21
805074,285,4,2015-01-22,4361,414,1,0,0,0,2015,1,22
806189,285,5,2015-01-23,4164,421,1,0,0,0,2015,1,23
807304,285,6,2015-01-24,6304,594,1,0,0,0,2015,1,24
808419,285,7,2015-01-25,0,0,0,0,0,0,2015,1,25
809534,285,1,2015-01-26,5871,483,1,1,0,0,2015,1,26
810649,285,2,2015-01-27,5761,505,1,1,0,0,2015,1,27
811764,285,3,2015-01-28,5265,454,1,1,0,0,2015,1,28
812879,285,4,2015-01-29,4794,434,1,1,0,0,2015,1,29
813994,285,5,2015-01-30,6568,544,1,1,0,0,2015,1,30
815109,285,6,2015-01-31,7334,605,1,0,0,0,2015,1,31
816224,285,7,2015-02-01,0,0,0,0,0,0,2015,2,1
817339,285,1,2015-02-02,6679,563,1,1,0,0,2015,2,2
818454,285,2,2015-02-03,5485,496,1,1,0,0,2015,2,3
819569,285,3,2015-02-04,5349,471,1,1,0,0,2015,2,4
820684,285,4,2015-02-05,4487,418,1,1,0,0,2015,2,5
821799,285,5,2015-02-06,5154,463,1,1,0,0,2015,2,6
822914,285,6,2015-02-07,6628,583,1,0,0,0,2015,2,7
824029,285,7,2015-02-08,0,0,0,0,0,0,2015,2,8
825144,285,1,2015-02-09,4215,441,1,0,0,0,2015,2,9
826259,285,2,2015-02-10,3971,410,1,0,0,0,2015,2,10
827374,285,3,2015-02-11,4207,397,1,0,0,0,2015,2,11
828489,285,4,2015-02-12,3808,380,1,0,0,0,2015,2,12
829604,285,5,2015-02-13,4653,453,1,0,0,0,2015,2,13
830719,285,6,2015-02-14,7530,641,1,0,0,0,2015,2,14
831834,285,7,2015-02-15,0,0,0,0,0,0,2015,2,15
832949,285,1,2015-02-16,6678,577,1,1,0,0,2015,2,16
834064,285,2,2015-02-17,5733,480,1,1,0,0,2015,2,17
835179,285,3,2015-02-18,5984,504,1,1,0,0,2015,2,18
836294,285,4,2015-02-19,4607,415,1,1,0,0,2015,2,19
837409,285,5,2015-02-20,5909,517,1,1,0,0,2015,2,20
838524,285,6,2015-02-21,5948,556,1,0,0,0,2015,2,21
839639,285,7,2015-02-22,0,0,0,0,0,0,2015,2,22
840754,285,1,2015-02-23,4076,389,1,0,0,0,2015,2,23
841869,285,2,2015-02-24,4821,436,1,0,0,0,2015,2,24
842984,285,3,2015-02-25,3921,408,1,0,0,0,2015,2,25
844099,285,4,2015-02-26,4322,416,1,0,0,0,2015,2,26
845214,285,5,2015-02-27,5194,442,1,0,0,0,2015,2,27
846329,285,6,2015-02-28,7034,622,1,0,0,0,2015,2,28
847444,285,7,2015-03-01,0,0,0,0,0,0,2015,3,1
848559,285,1,2015-03-02,6886,574,1,1,0,0,2015,3,2
849674,285,2,2015-03-03,5992,523,1,1,0,0,2015,3,3
850789,285,3,2015-03-04,5305,494,1,1,0,0,2015,3,4
851904,285,4,2015-03-05,5441,488,1,1,0,0,2015,3,5
853019,285,5,2015-03-06,5637,509,1,1,0,0,2015,3,6
854134,285,6,2015-03-07,6915,643,1,0,0,0,2015,3,7
855249,285,7,2015-03-08,0,0,0,0,0,0,2015,3,8
856364,285,1,2015-03-09,3989,448,1,0,0,0,2015,3,9
857479,285,2,2015-03-10,3720,392,1,0,0,0,2015,3,10
858594,285,3,2015-03-11,4156,436,1,0,0,0,2015,3,11
859709,285,4,2015-03-12,4222,394,1,0,0,0,2015,3,12
860824,285,5,2015-03-13,4751,442,1,0,0,0,2015,3,13
861939,285,6,2015-03-14,6713,582,1,0,0,0,2015,3,14
863054,285,7,2015-03-15,0,0,0,0,0,0,2015,3,15
864169,285,1,2015-03-16,6202,562,1,1,0,0,2015,3,16
865284,285,2,2015-03-17,5038,487,1,1,0,0,2015,3,17
866399,285,3,2015-03-18,6118,528,1,1,0,0,2015,3,18
867514,285,4,2015-03-19,5413,491,1,1,0,0,2015,3,19
868629,285,5,2015-03-20,6070,526,1,1,0,0,2015,3,20
869744,285,6,2015-03-21,6943,611,1,0,0,0,2015,3,21
870859,285,7,2015-03-22,0,0,0,0,0,0,2015,3,22
871974,285,1,2015-03-23,4468,482,1,0,0,0,2015,3,23
873089,285,2,2015-03-24,3971,389,1,0,0,0,2015,3,24
874204,285,3,2015-03-25,3674,408,1,0,0,0,2015,3,25
875319,285,4,2015-03-26,4019,406,1,0,0,0,2015,3,26
876434,285,5,2015-03-27,4713,453,1,0,0,0,2015,3,27
877549,285,6,2015-03-28,7125,642,1,0,0,0,2015,3,28
878664,285,7,2015-03-29,0,0,0,0,0,0,2015,3,29
879779,285,1,2015-03-30,8189,653,1,1,0,1,2015,3,30
880894,285,2,2015-03-31,6073,478,1,1,0,1,2015,3,31
882009,285,3,2015-04-01,6683,539,1,1,0,1,2015,4,1
883124,285,4,2015-04-02,7477,648,1,1,0,1,2015,4,2
884239,285,5,2015-04-03,0,0,0,1,b,1,2015,4,3
885354,285,6,2015-04-04,7748,692,1,0,0,1,2015,4,4
886469,285,7,2015-04-05,0,0,0,0,0,1,2015,4,5
887584,285,1,2015-04-06,0,0,0,0,b,1,2015,4,6
888699,285,2,2015-04-07,5831,520,1,0,0,1,2015,4,7
889814,285,3,2015-04-08,4488,427,1,0,0,1,2015,4,8
